county,s1D,s1R,s2D,s2R
37115,5436,4566,3777,4028
37117,7342,4880,4353,3898
37119,249742,143860,118876,104168
37121,2508,4898,1107,4007
37123,5850,5027,3262,4291
37125,19511,24014,9071,18806
37127,24964,21234,14403,16244
37129,52958,42006,25089,37472
37131,7300,3111,4669,2780
37133,21340,25671,8358,17311
37135,52037,19882,31092,13791
37137,3058,3420,1793,2812
37139,9899,7602,4841,4576
37141,11186,11163,5914,10273
37143,2771,3464,1476,2558
37145,9222,8599,5032,6308
37147,41294,31350,19828,21291
37149,4971,5051,3051,4418
37151,20031,35247,6667,25067
37153,11199,7088,6454,5507
37155,23799,16161,12001,10548
37157,19835,19729,8416,15979
37159,25790,32964,11939,23146
37161,12633,14639,5624,12621
37163,13223,12239,7586,9901
37165,8496,5242,4597,3609
37167,10802,16402,5271,13014
37169,8335,12455,3618,10155
37171,12615,15808,5793,12731
37173,3265,2248,1878,2142
37175,7919,8219,4867,7181
37177,983,832,609,692
37179,32716,49185,14184,34656
37181,13900,6519,8137,5524
37183,245774,179428,133324,136132
37185,7098,2748,4188,2183
37187,4123,2180,2475,1980
37189,14253,12462,7007,9279
37191,23967,24377,12206,18336
37193,11029,17206,5625,13249
37195,20776,15384,13631,12420
37197,5720,10557,2374,8924
37199,5126,4383,3972,4878
38001,201,963,473,806
38003,1140,3538,3181,2329
38005,621,1115,1453,709
38007,48,443,160,412
38009,497,2426,1636,1875
38011,184,1234,621,1086
38013,112,667,360,657
38015,6705,25420,19284,23538
38017,12743,34882,41480,31569
38019,322,1503,1087,977
38021,364,1635,1125,1399
38023,210,676,592,567
38025,296,1236,746,1283
38027,281,695,693,455
38029,257,1262,709,1152
38031,265,1165,853,810
38033,91,640,265,660
38035,5049,14984,16542,13101
38037,195,949,542,853
38039,274,845,704,628
38041,205,934,511,843
38043,261,857,613,706
38045,426,1616,1065,1125
38047,146,800,446,610
38049,516,1774,1359,1339
38051,197,1168,648,872
38053,345,1803,1229,2177
38055,859,3030,2357,2544
38057,691,2895,1807,2627
38059,2242,7422,6325,7135
38061,664,1450,1745,1673
38063,381,1160,993,670
38065,154,726,446,555
38067,447,2181,1672,1579
38069,339,1571,1027,1136
38071,862,3253,2766,2229
38073,538,1313,1669,755
38075,209,832,580,676
38077,1205,4322,4445,3135
38079,1754,2089,3662,902
38081,546,1038,1321,679
38083,111,661,299,521
38085,327,426,963,185
38087,49,279,149,294
38089,1179,6421,4110,7393
38091,293,602,641,398
38093,1596,6011,4800,4654
38095,247,767,699,472
38097,765,2262,2311,1589
38099,767,3235,2645,2151
38101,3453,15465,11230,13888
38103,387,1774,982,1363
38105,939,5274,3142,6541
39001,2003,6116,3924,6410
39003,9580,22612,17456,28817
39005,4198,12216,8006,14260
39007,12740,15242,21973,17780
39009,10037,5913,17662,8066
39011,3217,12599,5417,16481
39013,10912,11365,15021,14370
39015,3143,10013,6613,10473
39017,31521,83453,61933,97228
39019,3420,5858,5154,6727
39021,3631,9289,6565,10541
39023,16774,27420,30599,30220
39025,12521,50072,29834,58220
39027,2527,9230,5730,11211
39029,12207,19328,20382,21884
39031,4098,7218,6457,8037
39033,3894,9272,7197,11168
39035,235795,167763,427597,167263
39037,3879,14092,6649,17204
39039,4012,8067,7314,9566
39041,17742,47854,37374,55260
39043,12178,15121,21035,15653
39045,14189,32989,29111,38185
39047,1908,5422,4000,6121
39049,176398,184510,339260,199293
39051,4270,9506,8534,11269
39053,3149,5753,5060,6760
39055,10529,24972,20264,27533
39057,16705,39326,32243,46979
39059,4174,7162,6868,8477
39061,112938,166087,219299,176058
39063,5545,17833,11894,21520
39065,2467,5866,4416,7131
39067,2426,2880,3176,3498
39069,2623,6787,5448,7738
39071,2880,8840,5982,10683
39073,3224,5049,5717,6057
39075,1535,6493,2506,8252
39077,5144,10486,10083,12443
39079,3307,5962,5258,7268
39081,11234,11953,16031,14786
39083,5305,13790,10186,16237
39085,28206,46974,54981,52795
39087,6857,10165,11085,12407
39089,17156,37997,33097,42691
39091,3096,10783,6479,13303
39093,43102,49894,80854,53332
39095,74223,62636,131887,65067
39097,3161,8848,6518,9379
39099,47708,33152,76182,33480
39101,6191,12296,11376,13656
39103,19330,40115,39008,45176
39105,2533,4117,4132,5175
39107,3073,12000,4736,15743
39109,8496,27145,15968,32866
39111,2738,2315,3274,3114
39113,76441,102338,135210,116345
39115,1601,2875,2625,3065
39117,2909,7915,5511,9414
39119,8528,16261,15592,18748
39121,1837,2980,2127,3311
39123,6193,9299,11291,9872
39125,2236,4167,3277,5147
39127,3623,5894,6734,7240
39129,4683,11139,9344,13177
39131,3689,4602,5751,5117
39133,18891,26528,37144,32531
39135,3424,10763,6045,12820
39137,2833,9950,4584,12899
39139,12931,25747,23758,30696
39141,7954,12629,14147,14059
39143,6754,11939,13606,13280
39145,9726,13152,15116,12958
39147,5732,11069,10525,12802
39149,3752,13470,6045,16087
39151,49604,72403,87493,78708
39153,82315,88394,151198,98442
39155,37317,30566,62386,32066
39157,10946,16497,17940,19946
39159,3791,12869,8144,15553
39161,2330,7195,3630,9401
39163,1717,2270,2414,2679
39165,16355,60795,33787,70755
39167,7572,12512,11464,15904
39169,10197,24331,19072,28138
39171,3410,8082,6640,9294
39173,16321,24911,31633,27905
39175,1836,4984,3728,6074
40001,2575,3488,1706,3601
40003,618,1571,284,1654
40005,1757,2515,1087,2449
40007,328,1804,162,1620
40009,2209,4444,1054,4205
40011,1242,2504,600,2404
40013,4893,7166,3053,6884
40015,3999,4821,2185,4810
40017,12513,28701,5603,27655
40019,6092,10306,3284,9027
40021,7997,6939,3971,7020
40023,2233,2570,1304,2514
40025,191,909,108,839
40027,38332,51283,20185,48970
40029,870,1167,687,1232
40031,12727,16984,6114,14459
40033,769,1442,468,1238
40035,2477,2877,1169,2924
40037,9370,15986,4400,15154
40039,3069,6568,1387,6072
40041,5662,7902,2593,8243
40043,505,1486,279,1514
40045,394,1323,202,1258
40047,5819,13963,2720,13096
40049,3680,5813,2257,6118
40051,6662,11715,3237,11746
40053,624,1486,308,1389
40055,696,1130,410,1064
40057,389,576,190,505
40059,305,1109,136,1039
40061,2030,2119,1030,2269
40063,2114,2255,1057,2265
40065,2260,5652,1136,4598
40067,870,1233,548,1136
40069,1536,1970,913,1868
40071,5700,10512,3177,9782
40073,1285,4454,541,4019
40075,1463,1922,688,1833
40077,1803,1937,959,1942
40079,6305,8190,4424,7888
40081,4339,8107,2262,8025
40083,5787,10287,2569,9842
40085,1349,2010,775,1719
40087,4307,8658,2100,8482
40089,3820,5140,2260,5573
40091,3970,3417,2012,3912
40093,695,2391,353,2556
40095,1722,2934,1038,2763
40097,6827,7751,3257,7924
40099,1942,2810,1086,2679
40101,12833,11079,5481,11572
40103,1436,3120,686,3125
40105,1605,2390,831,2307
40107,1729,1960,909,1973
40109,112418,132338,57415,126541
40111,7093,6521,3469,6442
40113,8007,9339,4638,9140
40115,4383,5215,2107,4518
40117,2485,3478,1207,3395
40119,10440,15235,5266,13623
40121,6536,8892,3840,8060
40123,5261,7442,2510,6706
40125,8823,13826,4340,13068
40127,1611,2263,1047,2101
40129,484,1176,188,1083
40131,12816,22099,5661,21238
40133,3384,4335,1821,4215
40135,5663,6462,3114,6549
40137,5472,11457,3377,10576
40139,1019,4334,491,3666
40141,1085,1691,578,1391
40143,93495,133010,44253,116824
40145,10009,17108,4254,15973
40147,6451,13592,3065,12806
40149,1427,2883,684,2758
40151,940,2493,522,2440
40153,1710,5340,732,4614
41001,2203,5662,2929,4012
41003,24911,17933,22822,11696
41005,83558,92780,83696,67197
41007,8795,7939,8861,5324
41009,11166,10679,10904,8307
41011,12621,14838,12323,11447
41013,2735,6436,3663,4884
41015,4410,6679,4475,5257
41017,31024,41108,30809,30831
41019,17387,29969,17095,24081
41021,302,699,504,425
41023,748,2821,1041,2289
41025,755,2574,1264,1958
41027,5045,4070,5575,2544
41029,41828,49225,39839,34912
41031,2705,4788,3036,3374
41033,14153,22790,14179,17563
41035,7005,19241,8798,13383
41037,668,2697,1138,1864
41039,103631,66936,87717,49316
41041,12097,9464,12027,6766
41043,18403,27047,18296,21131
41045,2218,7355,2215,5078
41047,49626,62560,51879,44869
41049,988,2751,1372,1650
41051,242518,95950,212371,56513
41053,13906,18718,14834,13640
41055,277,685,387,495
41057,5540,6516,6233,4342
41059,5948,17933,8218,10541
41061,3329,8230,4892,5270
41063,940,3226,1492,2150
41065,4586,5762,5323,3710
41067,111367,106114,107225,71926
41069,212,509,324,388
41071,16787,22475,17751,17066
42001,9534,21567,15763,25467
42003,232996,192257,362459,236546
42005,7800,14693,9496,19442
42007,27339,30136,39970,38092
42009,4128,12315,5553,15673
42011,49971,62534,84403,78679
42013,11258,24411,17424,31666
42015,5080,12076,8234,14423
42017,107208,121331,162258,147595
42019,20471,44429,30620,56320
42021,23028,24254,28779,30202
42023,556,1005,767,1277
42025,8559,10326,11924,12758
42027,21602,23111,34156,32112
42029,80738,92667,125671,119296
42031,3999,8266,5105,10451
42033,9682,14798,11286,19845
42035,3807,5409,5857,7020
42037,6868,11287,11336,13509
42039,9985,16725,13146,21140
42041,27829,52890,46294,61296
42043,38913,49021,65235,53649
42045,113844,88955,170477,103719
42047,4591,5638,5611,7182
42049,46851,38146,65406,48708
42051,16829,16960,24298,22950
42053,750,1121,884,1356
42055,11487,32364,19726,41697
42057,1037,3434,1605,4407
42059,5483,5502,6768,7262
42061,4223,9134,5820,11285
42063,10085,15133,14908,20452
42065,3882,9326,4878,12780
42067,1829,5504,3010,6337
42069,41327,27742,64940,30928
42071,47649,102113,88778,127135
42073,12317,15493,18603,19353
42075,11838,27881,21007,33843
42077,45455,50341,79527,62071
42079,46566,45313,66951,53168
42081,10251,23944,16179,29024
42083,3107,6801,5355,9250
42085,16000,20095,24314,24772
42087,2975,9182,4937,11099
42089,18921,20295,33502,25579
42091,155413,131955,235197,163882
42093,2068,3627,3121,4435
42095,40321,44209,68203,56268
42097,9817,16032,12904,19057
42099,3566,10972,6168,12420
42101,357981,67996,564886,84461
42103,5627,9678,10081,12267
42105,1371,3919,1950,5035
42107,18378,26348,24639,31625
42109,3148,8072,4651,9851
42111,8488,17209,10866,22190
42113,754,1561,1050,1803
42115,4860,9141,7082,10555
42117,3352,8651,5255,11179
42119,4059,7618,6112,9592
42121,5597,10147,7816,13608
42123,4493,7615,6432,10136
42125,31689,37957,43711,48047
42127,5426,10348,8791,12276
42129,48338,76002,69431,95218
42131,3283,5569,5117,6391
42133,42039,88394,74681,108021
44001,17507,6657,14556,8390
44003,55643,23885,44332,30217
44005,27981,11121,22774,14224
44007,176273,55607,154123,69136
44009,43240,18904,35006,24209
45001,4558,6226,2425,4342
45003,24412,43555,12024,32651
45005,2805,1042,1707,695
45007,23759,48323,9304,35578
45009,4045,2521,2693,1850
45011,4657,4850,2911,3658
45013,26879,39932,11194,32333
45015,25494,37540,11016,26970
45017,3664,3924,2170,3069
45019,70463,78424,27092,55147
45021,7744,12462,3712,9732
45023,7168,6297,4032,4828
45025,7306,8557,4329,6097
45027,8313,6996,4845,5344
45029,7876,9052,4418,7498
45031,13161,15490,9011,10919
45033,5784,6315,3658,3785
45035,19836,31255,8359,22998
45037,4889,6390,2966,4850
45039,6737,4472,4034,3555
45041,24589,32680,14784,22432
45043,12753,16769,6664,12214
45045,72205,112522,25558,91786
45047,11104,17911,5384,12875
45049,5225,3609,3428,2524
45051,34678,67215,14096,48386
45053,5203,3367,3277,2618
45055,9999,17344,5051,14038
45057,11585,16295,6164,14305
45059,10377,15448,5039,11075
45061,5489,3418,3661,2392
45063,29255,78255,10381,61157
45065,2592,2521,1546,2121
45067,8599,5951,5760,4079
45069,6306,4256,3934,2801
45071,6111,10064,3137,7700
45073,8236,22305,3004,15642
45075,25129,13346,16334,9710
45077,12121,32158,3620,23108
45079,87891,72654,38164,49730
45081,3163,5282,1820,3980
45083,43966,61117,15976,50091
45085,23625,19906,11429,14456
45087,6349,6881,3290,5265
45089,10137,5662,7002,3819
45091,34384,55975,14195,46568
46003,1015,484,0,926
46005,5137,2589,0,4897
46007,783,418,0,728
46009,2129,1070,0,1965
46011,9354,4485,0,7721
46013,12482,4993,0,9862
46015,1572,885,0,1525
46017,512,108,0,208
46019,2201,2034,0,2975
46021,465,392,0,642
46023,2606,1422,0,2518
46025,1332,641,0,1190
46027,4637,1545,0,2756
46029,7964,4253,0,7504
46031,1000,394,0,577
46033,2287,2217,0,3018
46035,5375,3107,0,5480
46037,2401,823,0,1673
46039,1570,659,0,1427
46041,1666,353,0,943
46043,905,848,0,1360
46045,1325,758,0,1275
46047,2068,1710,0,2336
46049,763,439,0,798
46051,2618,1208,0,2538
46053,1268,1004,0,1549
46055,551,608,0,890
46057,1593,1200,0,1969
46059,1236,775,0,1393
46061,1211,1107,0,1323
46063,284,452,0,583
46065,5055,3406,0,5893
46067,2160,1448,0,2486
46069,463,335,0,558
46071,686,448,0,734
46073,774,341,0,759
46075,303,318,0,507
46077,2009,798,0,1707
46079,4086,2021,0,3700
46081,6676,5294,0,7491
46083,11879,8817,0,13642
46085,1076,571,0,1012
46087,1909,1051,0,1759
46089,740,633,0,990
46091,1614,585,0,1186
46093,6089,5402,0,7360
46095,560,279,0,543
46097,915,328,0,725
46099,50693,29189,0,44085
46101,2337,947,0,1822
46103,24813,20980,0,27928
46105,825,877,0,1088
46107,846,593,0,1035
46109,3247,1321,0,2498
46111,847,367,0,854
46113,3190,172,0,854
46115,2349,945,0,2055
46117,914,637,0,1062
46119,457,379,0,600
46121,2419,415,0,1009
46123,1620,1234,0,1925
46125,2803,1556,0,2778
46127,4293,3337,0,4522
46129,1534,1131,0,1745
46135,6694,3451,0,6063
46137,704,197,0,423
47001,7675,21365,6698,19604
47003,3548,9717,3050,9671
47005,2217,3614,1944,3746
47007,1252,3105,961,3069
47009,8664,38961,8295,35846
47011,6485,28820,5299,28186
47013,2790,8264,2411,8336
47015,1433,3125,1091,3199
47017,3075,7254,2796,6910
47019,3448,16148,3107,14874
47021,4160,10665,3132,10544
47023,1344,4403,1266,4572
47025,2246,7095,1808,7219
47027,852,1623,714,1676
47029,2231,8742,1706,8396
47031,5985,13173,4488,13227
47033,1274,3766,1148,3623
47035,5730,17094,4483,17900
47037,115354,119996,105631,111176
47039,1488,2958,1137,2735
47041,1861,3914,1523,3836
47043,6053,11264,4264,11471
47045,2995,9533,2919,9570
47047,4925,12457,4407,12828
47049,1167,4469,1119,4996
47051,5064,10461,4092,10312
47053,5172,13208,4996,12473
47055,3433,6355,2923,6494
47057,1445,5229,1187,5318
47059,4788,18468,4185,17614
47061,1571,2368,1264,2453
47063,4426,16191,3612,14547
47065,47754,91563,41570,91497
47067,386,1537,291,1456
47069,4476,5144,3712,4785
47071,2304,6770,2146,7534
47073,4437,15260,4042,14344
47075,3969,3402,3617,3180
47077,2356,7367,1981,7103
47079,3667,8084,3271,7934
47081,2735,4738,1965,4675
47083,1293,1572,1125,1558
47085,2927,3965,2300,3786
47087,1672,2097,1127,2282
47089,3395,13542,2991,12811
47091,1191,4620,1009,4456
47093,45844,126776,38459,114940
47095,685,1038,762,1062
47097,2630,5256,2869,4671
47099,3761,10115,3120,9867
47101,1431,2857,1124,3036
47103,3197,8653,2816,9155
47105,3658,17110,3274,17015
47107,3832,13464,3139,13422
47109,2783,6908,2409,6812
47111,1382,4665,1050,4854
47113,15333,23890,14439,22629
47115,3803,6803,2995,6608
47117,3172,6675,2856,6696
47119,11355,20330,10243,19992
47121,951,2807,799,2799
47123,3541,12198,3186,11845
47125,16337,31012,17893,30923
47127,751,1989,544,2036
47129,1334,4746,1253,4626
47131,3385,8056,3100,7710
47133,2309,4220,1797,4372
47135,1026,1559,655,1529
47137,575,1805,492,1740
47139,1794,4233,1513,4143
47141,6990,16629,5406,16703
47143,2102,7907,1705,7989
47145,5042,16617,4218,15075
47147,6744,17485,5584,17722
47149,28906,62464,27731,61962
47151,1099,4501,974,4768
47153,1238,3553,963,3652
47155,5539,26021,5296,26266
47157,173924,189851,181253,152612
47159,2136,4458,1717,4403
47161,1779,3006,1556,3011
47163,12906,47721,11725,43329
47165,15134,44945,12616,46321
47167,5299,17157,5264,16480
47169,890,1725,798,1615
47171,1257,5251,1247,4939
47173,1139,4276,989,4093
47175,661,1223,624,1321
47177,4045,8225,3210,7905
47179,9715,34592,9869,32637
47181,1035,3685,872,3891
47183,3809,8546,3276,8011
47185,2620,5969,2113,6039
47187,19405,68258,16789,72402
47189,12240,34781,10497,36993
48001,5027,11093,4154,11487
48003,734,3658,758,3495
48005,9623,18508,8121,19296
48007,2793,6449,2592,6640
48009,761,3378,598,3380
48011,130,821,109,786
48013,4518,5012,4883,7149
48015,2947,8403,2305,9001
48017,627,1586,421,1328
48019,2175,6709,1833,7189
48021,11094,13478,10244,12720
48023,367,1173,332,1090
48025,3746,4042,3235,4158
48027,35936,50118,33427,48913
48029,265311,233983,256629,236161
48031,1324,3390,1281,3408
48033,48,300,39,297
48035,1977,5400,1478,5560
48037,11252,22471,11760,21825
48039,36993,63342,33744,69497
48041,17701,37818,16404,36837
48043,1861,1809,1624,1875
48045,187,586,142,513
48047,1817,408,1737,583
48049,2973,11457,2069,11267
48051,2003,4377,1758,4549
48053,4288,11964,3888,12110
48055,5244,5932,4965,5552
48057,2806,3825,2446,3809
48059,1039,4410,797,4156
48061,48020,24223,42683,28997
48063,1695,2705,1567,2643
48065,409,2467,336,2334
48067,3816,7466,3427,7863
48069,671,1526,582,1379
48071,3416,9053,2749,11324
48073,4569,11324,4334,11270
48075,475,1668,334,1567
48077,1158,3837,910,3820
48079,259,750,224,648
48081,231,1194,204,1145
48083,651,2858,508,2804
48085,96094,184000,96726,189142
48087,234,864,221,845
48089,2628,5389,2063,5761
48091,11373,34392,10972,37696
48093,1509,3498,1015,3680
48095,248,794,187,760
48097,3239,11259,2467,11270
48099,5914,11642,4978,10766
48101,182,440,166,465
48103,319,990,253,940
48105,569,877,404,883
48107,638,1184,611,1053
48109,401,239,355,313
48111,259,1245,235,1237
48113,396354,312781,389398,291263
48115,1064,2742,939,2509
48117,1175,3382,1084,3032
48119,684,1409,513,1414
48121,81939,150389,77314,154208
48123,1619,4767,1487,4785
48125,202,699,236,715
48127,2651,751,1839,842
48129,270,1333,251,1212
48131,3386,773,3078,946
48133,1360,4859,1065,5187
48135,8933,25356,7770,23629
48137,305,635,172,624
48139,15491,36186,14045,37865
48141,118284,56692,102046,59876
48143,3198,10374,2066,9973
48145,2115,3253,2032,3139
48147,3925,7345,2699,7606
48149,2971,7311,2776,7334
48151,684,1037,559,975
48153,654,1700,545,1468
48155,203,283,162,287
48157,94909,101563,98345,115580
48159,964,3315,902,3139
48161,2170,4808,1930,5235
48163,2369,1500,2083,1583
48165,653,3184,546,3312
48167,43107,57291,39443,66912
48169,421,1308,252,1209
48171,2256,9612,2227,9791
48173,46,481,52,493
48175,1233,2157,1035,2101
48177,2187,3799,1760,3938
48179,1085,6777,943,6251
48181,13377,30180,10831,29112
48183,12211,29176,13303,27272
48185,2803,5234,2372,5894
48187,15293,29752,14892,31654
48189,2632,6905,2266,6231
48191,327,847,262,754
48193,945,2688,697,2714
48195,207,1806,157,1722
48197,397,1116,352,1013
48199,4361,15534,3558,17025
48201,583782,544857,564355,582328
48203,8465,16310,9607,15689
48205,243,1695,215,1647
48207,709,1311,631,1242
48209,25688,30071,24795,30217
48211,218,1294,179,1256
48213,8384,19699,6616,20119
48215,88539,35720,88391,41671
48217,4112,8640,2898,8700
48219,1587,5771,1384,5356
48221,5239,16523,3963,17695
48223,3876,8380,3288,8815
48225,2677,5513,2320,5578
48227,2609,6562,2039,6169
48229,393,392,287,458
48231,8592,19752,6897,19782
48233,1191,7245,1056,6583
48235,150,623,119,622
48237,567,2333,391,2382
48239,1320,3420,1104,3610
48241,3961,8170,3755,9012
48243,480,645,417,659
48245,43820,40800,44463,41337
48247,1456,308,1139,433
48249,6948,4117,5994,4674
48251,13830,34512,10747,36161
48253,1495,4013,1286,3983
48255,1709,2581,1443,2435
48257,11499,22527,9589,23935
48259,3224,12765,2952,14114
48261,101,90,67,80
48263,98,317,85,287
48265,5391,16249,4309,16493
48267,328,1436,242,1535
48269,10,121,4,117
48271,615,868,451,852
48273,5569,3896,4310,4136
48275,399,923,372,1046
48277,6027,11612,4798,11726
48279,1060,3262,912,2979
48281,1699,5616,1440,5509
48283,1055,592,853,645
48285,2044,5769,1680,6141
48287,1838,4088,1830,3936
48289,1442,5251,1124,5610
48291,6770,13903,5401,16486
48293,2552,4831,2302,4992
48295,150,1060,135,986
48297,1086,2864,959,2917
48299,2102,7163,2000,7222
48301,16,55,15,43
48303,26246,67267,24299,62650
48305,578,1488,510,1365
48307,676,2207,535,2282
48309,28197,48995,25102,47075
48311,109,347,64,363
48313,1226,2680,1043,2909
48315,1584,2436,1670,2429
48317,343,1252,230,1333
48319,451,1516,435,1447
48321,4676,7142,3995,7530
48323,7759,1849,6551,2674
48325,5095,10120,4608,10765
48327,245,695,181,645
48329,8798,35514,7826,35202
48331,3054,5012,2759,5063
48333,414,1620,344,1732
48335,628,1657,569,1598
48337,1765,5751,1225,6104
48339,36699,116003,32608,135276
48341,1078,4154,872,3872
48343,2134,2885,2156,2687
48345,76,494,65,473
48347,7845,14493,6324,13479
48349,5658,9996,4381,10201
48351,2007,2986,1941,3473
48353,1481,3359,1309,3001
48355,48299,48179,43526,48008
48357,243,2768,230,2670
48359,85,777,80,748
48361,8593,19885,7567,21870
48363,2782,6714,1963,6953
48365,2661,7123,3045,6835
48367,11132,35486,8117,38127
48369,667,2894,498,1968
48371,1467,2268,1399,2472
48373,6502,12254,4905,13258
48375,8197,20361,6724,18557
48377,1132,396,795,478
48379,1220,2820,845,3070
48381,8501,41718,7256,40815
48383,179,752,119,666
48385,346,1192,278,1159
48387,1750,3000,1685,3069
48389,1651,1171,1439,1141
48391,1353,1643,1015,1554
48393,31,471,32,452
48395,2667,3758,2890,4077
48397,8002,22875,8006,26179
48399,683,2952,577,2935
48401,4752,13159,6526,11548
48403,1266,3300,917,3407
48405,1332,2114,1256,2196
48407,3091,5418,2597,6545
48409,8956,11277,7576,11552
48411,458,1849,326,1833
48413,346,838,217,748
48415,1086,4210,851,3881
48417,210,1227,152,1162
48419,2598,6146,2733,6027
48421,113,849,117,855
48423,22613,54252,22037,55204
48425,920,2433,652,2693
48427,7910,1220,9075,1886
48429,706,2668,564,2599
48431,86,482,50,425
48433,212,472,213,409
48435,417,1113,329,1081
48437,861,1580,625,1539
48439,262870,341772,243914,342386
48441,11392,34144,9392,32168
48443,183,283,175,309
48445,1181,2852,915,2530
48447,162,593,130,603
48449,3308,5619,3091,5401
48451,9937,27296,9039,25920
48453,228620,145520,225209,133984
48455,2114,3637,1746,4057
48457,2336,5102,1824,5463
48459,3920,10677,3541,11111
48461,255,830,280,845
48463,4281,4206,3622,4349
48465,7062,5170,5732,5568
48467,5086,14601,3597,14762
48469,9036,19590,8526,18727
48471,7235,11080,6186,11653
48473,7167,7995,6390,9220
48475,912,2466,804,2263
48477,3960,9894,3410,10513
48479,35802,9626,30434,14949
48481,5215,8681,4245,9348
48483,327,1800,266,1744
48485,12946,30354,10566,27926
48487,1178,3032,1047,2708
48489,3242,1358,2717,1781
48491,58250,91115,60279,92034
48493,5322,10431,4804,11436
48495,464,1452,383,1270
48497,4974,15035,3474,16475
48499,3928,13280,3503,13576
48501,474,1877,376,1653
48503,1368,5598,1126,5900
48505,2082,626,1989,1107
48507,3064,506,2612,659
49001,421,1540,437,1953
49003,2435,9122,3379,14971
49005,5273,14774,8446,31347
49007,2254,2628,2774,4429
49009,130,312,132,352
49011,19079,46513,28877,86244
49013,572,3622,831,5123
49015,827,2599,884,3379
49017,262,1314,366,1672
49019,1476,1645,1717,1938
49021,1651,8178,2821,12399
49023,558,1952,780,2925
49025,487,1772,853,2234
49027,685,2806,857,3771
49029,623,2198,866,3491
49031,84,441,95,636
49033,144,585,148,821
49035,116534,121419,162904,199824
49037,1519,2375,1805,3130
49039,1051,4270,1650,7273
49041,871,4671,1207,6380
49043,6000,4955,8524,7980
49045,3696,7219,5475,12593
49047,833,5908,1255,9708
49049,16098,78770,27483,138589
49051,1853,3895,2735,6432
49053,6043,27480,10850,38863
49055,263,786,259,1009
49057,15963,26430,23463,48142
50001,9904,4397,0,4324
50003,8517,3873,0,4437
50005,6058,4247,0,4158
50007,40837,16716,0,17369
50009,1173,939,0,848
50011,9629,5582,0,5336
50013,2083,1159,0,1119
50015,6205,2844,0,2672
50017,6894,3777,0,3533
50019,5517,3176,0,3106
50021,12265,8808,0,8577
50023,16682,6541,0,6448
50025,11587,3931,0,4143
50027,13930,6709,0,7128
51001,9594,5379,7521,8041
51003,34603,15076,30973,22342
51005,5397,1794,3507,3798
51007,3219,3163,2481,4276
51009,8152,5895,6073,8905
51011,4551,2921,2568,5244
51013,82119,24232,82689,32807
51015,14963,16750,9879,24153
51017,1544,821,890,1374
51019,17862,17084,10669,26160
51021,1517,1232,850,2132
51023,9230,7811,5898,12253
51025,5655,1961,4736,3071
51027,6017,2533,3408,6132
51029,4581,2229,3654,3610
51031,13016,11499,7900,17904
51033,8799,3780,7329,6057
51035,6737,5247,4075,8596
51036,3105,967,2706,1413
51037,3616,2115,2516,3364
51041,93910,63950,81239,88142
51043,4495,2745,3419,4224
51045,1585,1006,883,1755
51047,11031,7727,8457,11743
51049,2866,1665,2411,2544
51051,4415,2105,2768,4064
51053,7561,4747,6489,6880
51057,3565,1633,2964,2562
51059,345978,157286,319748,201414
51061,18725,14707,14351,20745
51063,4597,2649,2968,4551
51065,7635,4811,5945,6618
51067,15391,9292,9870,16478
51069,18168,14647,13342,22464
51071,5108,2353,3082,4640
51073,10622,8039,7195,12044
51075,6777,5472,5050,8082
51077,4121,2743,2398,4657
51079,4293,3711,3374,5552
51081,3507,1155,3014,1794
51083,9881,5769,7649,8878
51085,27218,27559,20003,38432
51087,102465,48286,93124,67015
51089,17753,6551,10365,13831
51091,905,640,477,957
51093,11579,7849,8860,11645
51095,22682,14908,18878,21957
51097,2340,1204,1806,1877
51099,6026,4112,4625,6565
51101,4719,3436,3470,5371
51103,4072,2602,3241,3622
51105,5507,3411,2883,6588
51107,84470,50962,83383,74325
51109,9020,5859,7232,9036
51111,3542,1932,2616,2985
51113,3701,2657,2678,3978
51115,3070,2228,1907,3383
51117,8445,5747,6344,8037
51119,3325,2510,2455,3489
51121,27564,11767,20875,19335
51125,5581,2412,4215,3946
51127,4989,4713,3815,7070
51131,4803,1583,3735,2606
51133,4285,2928,3253,4220
51135,4142,2123,3294,3327
51137,9275,6050,6972,9114
51139,5797,4327,3806,6376
51141,4580,3221,2679,5537
51143,17092,11557,11027,19520
51145,6363,7774,4470,10887
51147,5881,2767,5118,4100
51149,8876,6570,7052,8778
51153,104517,53545,102859,74809
51155,9467,5113,5732,8717
51157,2632,1675,2036,2272
51159,2297,1337,1550,2122
51161,29783,20113,20008,30530
51163,6098,3771,4195,6063
51165,15475,17156,10015,24340
51167,7472,3773,4243,7714
51169,5241,4255,2776,7122
51171,9686,8938,6630,12411
51173,7199,4703,4562,8022
51175,5884,2906,4440,4627
51177,31660,21025,25833,31265
51179,32150,21695,27820,31997
51181,2732,1029,2553,1658
51183,3817,1281,3278,2057
51185,9194,6583,4318,13477
51187,8862,6766,6616,9747
51191,12929,10835,7916,17417
51193,5485,2395,4331,3703
51195,8605,5114,4236,10520
51197,7325,4899,4031,8080
51199,18389,14599,13849,19745
51510,53472,14756,52502,19498
51515,1748,894,1180,1520
51520,4060,3031,2682,4594
51530,1591,769,964,1478
51540,16470,2923,16800,4589
51550,65527,38304,56109,52182
51570,4076,4405,2662,5772
51580,1817,474,1306,1071
51590,14294,5069,11840,7902
