FIPS,Class,Geographic Name,Geographic Subtype,Total Vote,Democratic,Republican,Independent,Green,Libertarian,Constitution,Independent American,Personal Choice,Socialist Workers,Socialist,Write-ins,State1,State2,State3,State4,State5,State6,State7
fips,class,name,type,totalvote,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18
28063,1,Jefferson,County,4110,3302,673,0,0,0,58,0,0,0,0,0,77,0,0,0,0,0,0
28065,1,Jefferson Davis,County,6622,3712,2631,0,0,0,131,0,0,0,0,0,148,0,0,0,0,0,0
28067,1,Jones,County,29511,8633,20083,0,0,0,404,0,0,0,0,0,391,0,0,0,0,0,0
28069,1,Kemper,County,4888,2708,1989,0,0,0,109,0,0,0,0,0,82,0,0,0,0,0,0
28071,1,Lafayette,County,19113,7481,11302,0,0,0,202,0,0,0,0,0,128,0,0,0,0,0,0
28073,1,Lamar,County,24453,5085,18679,0,0,0,363,0,0,0,0,0,326,0,0,0,0,0,0
28075,1,Lauderdale,County,31655,12011,19119,0,0,0,273,0,0,0,0,0,252,0,0,0,0,0,0
28077,1,Lawrence,County,6574,2336,4089,0,0,0,63,0,0,0,0,0,86,0,0,0,0,0,0
28079,1,Leake,County,8566,3531,4861,0,0,0,90,0,0,0,0,0,84,0,0,0,0,0,0
28081,1,Lee,County,34806,11227,23043,0,0,0,334,0,0,0,0,0,202,0,0,0,0,0,0
28083,1,Leflore,County,11577,7462,3892,0,0,0,131,0,0,0,0,0,92,0,0,0,0,0,0
28085,1,Lincoln,County,16221,5185,10697,0,0,0,168,0,0,0,0,0,171,0,0,0,0,0,0
28087,1,Lowndes,County,26627,12171,14063,0,0,0,224,0,0,0,0,0,169,0,0,0,0,0,0
28089,1,Madison,County,47898,17937,29188,0,0,0,423,0,0,0,0,0,350,0,0,0,0,0,0
28091,1,Marion,County,12462,4247,7919,0,0,0,114,0,0,0,0,0,182,0,0,0,0,0,0
28093,1,Marshall,County,15637,8894,6409,0,0,0,202,0,0,0,0,0,132,0,0,0,0,0,0
28095,1,Monroe,County,16604,6325,10020,0,0,0,162,0,0,0,0,0,97,0,0,0,0,0,0
28097,1,Montgomery,County,5337,2289,2938,0,0,0,61,0,0,0,0,0,49,0,0,0,0,0,0
28099,1,Neshoba,County,10846,2916,7728,0,0,0,85,0,0,0,0,0,117,0,0,0,0,0,0
28101,1,Newton,County,9572,3056,6367,0,0,0,75,0,0,0,0,0,74,0,0,0,0,0,0
28103,1,Noxubee,County,5676,3946,1648,0,0,0,42,0,0,0,0,0,40,0,0,0,0,0,0
28105,1,Oktibbeha,County,17671,8163,9184,0,0,0,204,0,0,0,0,0,120,0,0,0,0,0,0
28107,1,Panola,County,16104,8243,7471,0,0,0,248,0,0,0,0,0,142,0,0,0,0,0,0
28109,1,Pearl River,County,21440,4702,15732,0,0,0,588,0,0,0,0,0,418,0,0,0,0,0,0
28111,1,Perry,County,5560,1403,3935,0,0,0,84,0,0,0,0,0,138,0,0,0,0,0,0
28113,1,Pike,County,17475,8653,8464,0,0,0,180,0,0,0,0,0,178,0,0,0,0,0,0
28115,1,Pontotoc,County,12264,2391,9637,0,0,0,138,0,0,0,0,0,98,0,0,0,0,0,0
28117,1,Prentiss,County,9877,2665,7024,0,0,0,111,0,0,0,0,0,77,0,0,0,0,0,0
28119,1,Quitman,County,3602,2368,1109,0,0,0,66,0,0,0,0,0,59,0,0,0,0,0,0
28121,1,Rankin,County,63394,13542,48641,0,0,0,696,0,0,0,0,0,515,0,0,0,0,0,0
28123,1,Scott,County,10926,4474,6211,0,0,0,94,0,0,0,0,0,147,0,0,0,0,0,0
28125,1,Sharkey,County,2237,1356,830,0,0,0,22,0,0,0,0,0,29,0,0,0,0,0,0
28127,1,Simpson,County,12021,4289,7492,0,0,0,141,0,0,0,0,0,99,0,0,0,0,0,0
28129,1,Smith,County,8015,1881,5930,0,0,0,86,0,0,0,0,0,118,0,0,0,0,0,0
28131,1,Stone,County,7379,1826,5308,0,0,0,116,0,0,0,0,0,129,0,0,0,0,0,0
28133,1,Sunflower,County,10502,6945,3228,0,0,0,180,0,0,0,0,0,149,0,0,0,0,0,0
28135,1,Tallahatchie,County,5985,3202,2629,0,0,0,83,0,0,0,0,0,71,0,0,0,0,0,0
28137,1,Tate,County,12075,4723,7069,0,0,0,169,0,0,0,0,0,114,0,0,0,0,0,0
28139,1,Tippah,County,8971,2367,6418,0,0,0,104,0,0,0,0,0,82,0,0,0,0,0,0
28141,1,Tishomingo,County,7790,1733,5899,0,0,0,93,0,0,0,0,0,65,0,0,0,0,0,0
28143,1,Tunica,County,4034,2947,923,0,0,0,75,0,0,0,0,0,89,0,0,0,0,0,0
28145,1,Union,County,11237,2394,8669,0,0,0,107,0,0,0,0,0,67,0,0,0,0,0,0
28147,1,Walthall,County,7106,2852,3948,0,0,0,131,0,0,0,0,0,175,0,0,0,0,0,0
28149,1,Warren,County,20462,9409,10610,0,0,0,234,0,0,0,0,0,209,0,0,0,0,0,0
28151,1,Washington,County,18044,11578,6117,0,0,0,187,0,0,0,0,0,162,0,0,0,0,0,0
28153,1,Wayne,County,10109,3961,5802,0,0,0,127,0,0,0,0,0,219,0,0,0,0,0,0
28155,1,Webster,County,5144,1133,3937,0,0,0,47,0,0,0,0,0,27,0,0,0,0,0,0
28157,1,Wilkinson,County,4440,2908,1363,0,0,0,84,0,0,0,0,0,85,0,0,0,0,0,0
28159,1,Winston,County,9747,4351,5244,0,0,0,84,0,0,0,0,0,68,0,0,0,0,0,0
28161,1,Yalobusha,County,6274,2751,3392,0,0,0,76,0,0,0,0,0,55,0,0,0,0,0,0
28163,1,Yazoo,County,10656,5317,5037,0,0,0,167,0,0,0,0,0,135,0,0,0,0,0,0
29001,1,Adair,County,10021,5457,4018,0,0,545,0,0,0,0,0,0,0,0,0,0,0,1,0
29003,1,Andrew,County,8224,3952,3664,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0
29005,1,Atchison,County,2664,1155,1340,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0
29007,1,Audrain,County,9825,4640,4420,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0
29009,1,Barry,County,13604,5115,7319,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0
29011,1,Barton,County,5699,1802,3551,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0
29013,1,Bates,County,7698,3716,3345,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0
29015,1,Benton,County,9059,4083,4277,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0
29017,1,Bollinger,County,5425,2098,3035,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0
29019,1,Boone,County,77982,46332,25431,0,0,6217,0,0,0,0,0,0,2,0,0,0,0,0,0
29021,1,Buchanan,County,34796,20437,11913,0,0,2446,0,0,0,0,0,0,0,0,0,0,0,0,0
29023,1,Butler,County,16710,6783,9079,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0
29025,1,Caldwell,County,4134,1832,1880,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0
29027,1,Callaway,County,18031,7968,8664,0,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0
29029,1,Camden,County,21857,9391,10883,0,0,1579,0,0,0,0,0,0,1,0,3,0,0,0,0
29031,1,Cape Girardeau,County,35242,14390,18913,0,0,1939,0,0,0,0,0,0,0,0,0,0,0,0,0
29033,1,Carroll,County,4209,1906,1926,0,0,376,0,0,0,0,0,0,0,0,0,1,0,0,0
29035,1,Carter,County,2771,1211,1400,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
29037,1,Cass,County,48362,22626,21557,0,0,4179,0,0,0,0,0,0,0,0,0,0,0,0,0
29039,1,Cedar,County,5969,2332,3205,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0
29041,1,Chariton,County,3780,1856,1690,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0
29043,1,Christian,County,37469,14312,20383,0,0,2774,0,0,0,0,0,0,0,0,0,0,0,0,0
29045,1,Clark,County,3221,1811,1288,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0
29047,1,Clay,County,104254,57654,37967,0,0,8631,0,0,0,0,0,0,0,0,0,1,0,1,0
29049,1,Clinton,County,9789,4777,4142,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0
29051,1,Cole,County,36545,15394,18918,0,0,2233,0,0,0,0,0,0,0,0,0,0,0,0,0
29053,1,Cooper,County,7420,3335,3494,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0
29055,1,Crawford,County,9517,4240,4654,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0
29057,1,Dade,County,3856,1472,2128,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
29059,1,Dallas,County,7196,3072,3514,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0
29061,1,Daviess,County,3513,1654,1532,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0
29063,1,DeKalb,County,4329,1950,2015,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0
29065,1,Dent,County,6575,2558,3499,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0
29067,1,Douglas,County,6532,2486,3498,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0
29069,1,Dunklin,County,10548,5347,4806,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0
29071,1,Franklin,County,46285,21826,21281,0,0,3178,0,0,0,0,0,0,0,0,0,0,0,0,0
29073,1,Gasconade,County,7023,2927,3603,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0
29075,1,Gentry,County,2970,1463,1235,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0
29077,1,Greene,County,124480,59979,55304,0,0,9197,0,0,0,0,0,0,0,0,0,0,0,0,0
29079,1,Grundy,County,4343,2032,1912,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0
29081,1,Harrison,County,3618,1558,1744,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0
29083,1,Henry,County,10030,5119,4066,0,0,844,0,0,0,0,0,0,0,0,0,0,1,0,0
29085,1,Hickory,County,4643,2292,1982,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0
29087,1,Holt,County,2277,959,1169,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0
29089,1,Howard,County,4810,2298,2101,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0
29091,1,Howell,County,16242,6692,8340,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0
29093,1,Iron,County,4002,2252,1461,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0
29095,1,Jackson,County,308059,204291,86374,0,0,17390,0,0,0,0,0,0,1,1,0,2,0,0,0
29097,1,Jasper,County,44761,17485,24563,0,0,2713,0,0,0,0,0,0,0,0,0,0,0,0,0
29099,1,Jefferson,County,96923,51862,38745,0,0,6316,0,0,0,0,0,0,0,0,0,0,0,0,0
29101,1,Johnson,County,20769,10197,8613,0,0,1959,0,0,0,0,0,0,0,0,0,0,0,0,0
29103,1,Knox,County,1942,965,905,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
29105,1,Laclede,County,15213,6273,7721,0,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0
29107,1,Lafayette,County,15620,7695,6663,0,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0
29109,1,Lawrence,County,15592,5830,8510,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0
29111,1,Lewis,County,4222,2093,1982,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0
29113,1,Lincoln,County,22564,10225,10860,0,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0
29115,1,Linn,County,5512,2911,2170,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0
29117,1,Livingston,County,5954,2877,2592,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0
29119,1,McDonald,County,7781,2644,4667,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0
29121,1,Macon,County,7067,3256,3444,0,0,366,0,0,0,0,0,0,1,0,0,0,0,0,0
29123,1,Madison,County,4910,2360,2242,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0
29125,1,Maries,County,4509,1870,2312,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0
29127,1,Marion,County,12060,5281,6350,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0
29129,1,Mercer,County,1625,664,813,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0
29131,1,Miller,County,10862,3912,6084,0,0,865,0,0,0,0,0,0,0,0,1,0,0,0,0
29133,1,Mississippi,County,4869,2618,2098,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0
29135,1,Moniteau,County,6356,2394,3483,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0
29137,1,Monroe,County,4003,1888,1917,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0
29139,1,Montgomery,County,5268,2331,2554,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0
29141,1,Morgan,County,8614,3773,4190,0,0,650,0,0,0,0,0,0,0,0,1,0,0,0,0
29143,1,New Madrid,County,7144,3966,2908,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0
29145,1,Newton,County,24881,8933,14574,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0
29147,1,Nodaway,County,8897,4656,3543,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0
29149,1,Oregon,County,4404,2048,2095,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0
29151,1,Osage,County,6815,2359,3986,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0
29153,1,Ozark,County,4406,1866,2202,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0
29155,1,Pemiscot,County,6145,3498,2487,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
29157,1,Perry,County,7843,3439,4012,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0
29159,1,Pettis,County,16942,8246,7196,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
29161,1,Phelps,County,17964,8133,8579,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0
29163,1,Pike,County,7296,3449,3381,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0
29165,1,Platte,County,44941,23578,17870,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,13,0
29167,1,Polk,County,12948,5226,6789,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0
29169,1,Pulaski,County,13352,6278,6094,0,0,980,0,0,0,0,0,0,0,0,0,0,0,0,0
29171,1,Putnam,County,2283,895,1296,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
29173,1,Ralls,County,5015,2248,2596,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0
29175,1,Randolph,County,9863,4286,4750,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0
29177,1,Ray,County,10287,5439,3960,0,0,888,0,0,0,0,0,0,0,0,0,0,0,0,0
29179,1,Reynolds,County,3166,1700,1247,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0
29181,1,Ripley,County,5198,2147,2771,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0
29183,1,St. Charles,County,183291,90040,82319,0,0,10924,0,0,0,0,0,0,1,6,0,0,1,0,0
29185,1,St. Clair,County,4623,2101,2132,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0
29186,1,Ste. Genevieve,County,7956,4758,2735,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0
29187,1,St. Francois,County,22433,11751,9142,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0
29189,1,St. Louis,County,521339,335573,164267,0,0,21499,0,0,0,0,0,0,0,0,0,0,0,0,0
29195,1,Saline,County,9012,5143,3121,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0
29197,1,Schuyler,County,1903,985,793,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
29199,1,Scotland,County,1915,941,900,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
29201,1,Scott,County,16850,7627,8514,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0
29203,1,Shannon,County,3704,1935,1536,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
29205,1,Shelby,County,3220,1424,1667,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0
29207,1,Stoddard,County,12753,5328,6757,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0
29209,1,Stone,County,15749,5699,8769,0,0,1281,0,0,0,0,0,0,0,0,0,0,0,0,0
29211,1,Sullivan,County,2600,1309,1128,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0
29213,1,Taney,County,21294,7834,11940,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0
29215,1,Texas,County,10700,4544,5340,0,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0
29217,1,Vernon,County,8473,3810,4171,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0
29219,1,Warren,County,14530,6591,7040,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0
29221,1,Washington,County,8695,4648,3486,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0
29223,1,Wayne,County,5672,2697,2693,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0
29225,1,Webster,County,15302,6363,7739,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
29227,1,Worth,County,1042,515,449,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
29229,1,Wright,County,7875,2883,4402,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0
29510,1,St. Louis,City,142468,123000,15385,0,0,4081,0,0,0,0,0,0,0,2,0,0,0,0,0
30001,1,Beaverhead,County,4812,1532,2876,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0
30003,1,Big Horn,County,4661,3141,1309,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0
30005,1,Blaine,County,2871,1834,897,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0
30007,1,Broadwater,County,3014,995,1732,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0
30009,1,Carbon,County,5863,2691,2788,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0
30011,1,Carter,County,794,125,616,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
30013,1,Cascade,County,34771,18246,14589,0,0,1936,0,0,0,0,0,0,0,0,0,0,0,0,0
30015,1,Chouteau,County,2851,1374,1321,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0
30017,1,Custer,County,5396,2283,2661,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0
30019,1,Daniels,County,1003,327,607,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
30021,1,Dawson,County,4430,1571,2504,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0
30023,1,Deer Lodge,County,4489,3122,1049,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0
30025,1,Fallon,County,1417,422,840,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0
30027,1,Fergus,County,6079,2063,3533,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0
30029,1,Flathead,County,43646,16223,24171,0,0,3252,0,0,0,0,0,0,0,0,0,0,0,0,0
30031,1,Gallatin,County,48001,24781,20386,0,0,2834,0,0,0,0,0,0,0,0,0,0,0,0,0
30033,1,Garfield,County,706,101,558,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
30035,1,Glacier,County,4480,3118,1113,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0
30037,1,Golden Valley,County,480,174,276,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
30039,1,Granite,County,1705,657,895,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0
30041,1,Hill,County,6890,4060,2361,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0
30043,1,Jefferson,County,6561,2685,3389,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0
30045,1,Judith Basin,County,1227,441,701,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
30047,1,Lake,County,13321,6561,5717,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0
30049,1,Lewis and Clark,County,33474,18189,13446,0,0,1839,0,0,0,0,0,0,0,0,0,0,0,0,0
30051,1,Liberty,County,1002,369,572,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
30053,1,Lincoln,County,8928,3091,5080,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0
30055,1,McCone,County,1009,332,616,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
30057,1,Madison,County,4566,1516,2690,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0
30059,1,Meagher,County,979,342,544,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
30061,1,Mineral,County,2030,866,963,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0
30063,1,Missoula,County,57471,36488,18184,0,0,2799,0,0,0,0,0,0,0,0,0,0,0,0,0
30065,1,Musselshell,County,2393,684,1463,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0
30067,1,Park,County,8835,4260,3882,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0
30069,1,Petroleum,County,299,73,202,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
30071,1,Phillips,County,2232,607,1465,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
30073,1,Pondera,County,2727,1187,1355,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0
30075,1,Powder River,County,1025,239,719,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
30077,1,Powell,County,2795,1167,1431,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0
30079,1,Prairie,County,708,236,420,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
30081,1,Ravalli,County,22258,8602,11990,0,0,1666,0,0,0,0,0,0,0,0,0,0,0,0,0
30083,1,Richland,County,4659,1406,2933,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0
30085,1,Roosevelt,County,3695,2269,1235,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0
30087,1,Rosebud,County,3550,1704,1578,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0
30089,1,Sanders,County,5957,2044,3219,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0
30091,1,Sheridan,County,1923,812,995,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0
30093,1,Silver Bow,County,16847,11673,4148,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0
30095,1,Stillwater,County,4724,1732,2684,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0
30097,1,Sweet Grass,County,2119,661,1328,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0
30099,1,Teton,County,3313,1341,1760,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,1,Toole,County,2120,721,1209,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0
30103,1,Treasure,County,462,157,252,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
30105,1,Valley,County,3888,1749,1824,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0
30107,1,Wheatland,County,992,365,559,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
30109,1,Wibaux,County,544,149,339,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
30111,1,Yellowstone,County,69074,32565,32077,0,0,4432,0,0,0,0,0,0,0,0,0,0,0,0,0
31001,1,Adams,County,12638,4468,8170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31003,1,Antelope,County,3228,603,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31005,1,Arthur,County,264,35,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31007,1,Banner,County,411,62,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31009,1,Blaine,County,297,32,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31011,1,Boone,County,2803,664,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31013,1,Box Butte,County,4698,1860,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31015,1,Boyd,County,1059,208,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31017,1,Brown,County,1546,204,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31019,1,Buffalo,County,19270,5779,13491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31021,1,Burt,County,3320,1343,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31023,1,Butler,County,3837,1195,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31025,1,Cass,County,12072,4919,7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31027,1,Cedar,County,4325,1284,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31029,1,Chase,County,1850,304,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31031,1,Cherry,County,2988,660,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31033,1,Cheyenne,County,4610,1266,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31035,1,Clay,County,2944,750,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31037,1,Colfax,County,3054,1062,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31039,1,Cuming,County,3963,1070,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31041,1,Custer,County,5495,1056,4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31043,1,Dakota,County,6070,3300,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31045,1,Dawes,County,3708,1303,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31047,1,Dawson,County,7797,2375,5422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31049,1,Deuel,County,1016,254,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31051,1,Dixon,County,2687,1069,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31053,1,Dodge,County,14879,6056,8823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31055,1,Douglas,County,221651,114700,106951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31057,1,Dundy,County,979,212,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31059,1,Fillmore,County,2855,937,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31061,1,Franklin,County,1525,418,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31063,1,Frontier,County,1307,299,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31065,1,Furnas,County,2233,504,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31067,1,Gage,County,9624,4452,5172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31069,1,Garden,County,1081,262,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31071,1,Garfield,County,944,170,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31073,1,Gosper,County,980,242,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31075,1,Grant,County,358,59,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31077,1,Greeley,County,1188,361,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
